# real,imag
-4.794761549844612364e-02,-4.590392772795193199e-02
-4.796029067093528914e-02,-4.575929403007512192e-02
-4.797289142008791946e-02,-4.561505150679474180e-02
-4.798541827285775913e-02,-4.547119788159907638e-02
-4.799787175136695228e-02,-4.532773089388090343e-02
-4.801025237294943154e-02,-4.518464829879658556e-02
-4.802256065021464487e-02,-4.504194786711117338e-02
-4.803479709108124385e-02,-4.489962738507952134e-02
-4.804696219884620201e-02,-4.475768465428107967e-02
-4.805905647222721844e-02,-4.461611749150271033e-02
-4.807108040539739835e-02,-4.447492372859385146e-02
-4.808303448806167113e-02,-4.433410121233011952e-02
-4.809491920548392141e-02,-4.419364780428645945e-02
-4.810673503854241695e-02,-4.405356138069443928e-02
-4.811848246377237182e-02,-4.391383983232021587e-02
-4.813016195341897341e-02,-4.377448106433691477e-02
-4.814177397547022424e-02,-4.363548299619653126e-02
-4.815331899371473601e-02,-4.349684356148227071e-02
-4.816479746784431415e-02,-4.335856070781805155e-02
-4.817620985316220517e-02,-4.322063239667971873e-02
-4.818755660136384705e-02,-4.308305660341636700e-02
-4.819883815973896590e-02,-4.294583131695103168e-02
-4.821005497173336957e-02,-4.280895453977051623e-02
-4.822120747681007957e-02,-4.267242428775706170e-02
-4.823229611055705746e-02,-4.253623859011930464e-02
-4.824332130468338836e-02,-4.240039548921995666e-02
-4.825428348707248849e-02,-4.226489304050836532e-02
-4.826518308183457007e-02,-4.212972931237590757e-02
-4.827602050932701394e-02,-4.199490238605269044e-02
-4.828679618620503045e-02,-4.186041035549811079e-02
-4.829751052545713796e-02,-4.172625132728471214e-02
-4.830816393644259826e-02,-4.159242342049634250e-02
-4.831875682492758201e-02,-4.145892476661176829e-02
-4.832928959312430411e-02,-4.132575350940174280e-02
-4.833976263972838278e-02,-4.119290780482027375e-02
-4.835017635995036978e-02,-4.106038582090235783e-02
-4.836053114555450422e-02,-4.092818573765659440e-02
-4.837082738489740380e-02,-4.079630574696527928e-02
-4.838106546295475874e-02,-4.066474405247964830e-02
-4.839124576136266676e-02,-4.053349886952032494e-02
-4.840136865844776870e-02,-4.040256842497550599e-02
-4.841143452926148505e-02,-4.027195095720648155e-02
-4.842144374561452302e-02,-4.014164471594382222e-02
-4.843139667611024574e-02,-4.001164796219502245e-02
-4.844129368617294124e-02,-3.988195896814474700e-02
-4.845113513808299577e-02,-3.975257601706128768e-02
-4.846092139101006169e-02,-3.962349740320382507e-02
-4.847065280103945994e-02,-3.949472143172697014e-02
-4.848032972120650680e-02,-3.936624641858976065e-02
-4.848995250152902947e-02,-3.923807069046395674e-02
-4.849952148903311638e-02,-3.911019258464174669e-02
-4.850903702778215643e-02,-3.898261044894687360e-02
-4.851849945891156812e-02,-3.885532264164835714e-02
-4.852790912065155227e-02,-3.872832753137325085e-02
-4.853726634836316722e-02,-3.860162349701634632e-02
-4.854657147456198363e-02,-3.847520892764812878e-02
-4.855582482894461871e-02,-3.834908222244041293e-02
-4.856502673842721940e-02,-3.822324179059637117e-02
-4.857417752711740838e-02,-3.809768605122121343e-02
-4.858327751654143573e-02,-3.797241343321447471e-02
-4.859232702528550746e-02,-3.784742237540899418e-02
-4.860132636943150647e-02,-3.772271132615029332e-02
-4.861027586233946512e-02,-3.759827874345724602e-02
-4.861917581474060196e-02,-3.747412309485614185e-02
-4.862802653479626758e-02,-3.735024285733309218e-02
-4.863682832805783091e-02,-3.722663651721531269e-02
-4.864558149753374361e-02,-3.710330257014065464e-02
-4.865428634370199540e-02,-3.698023952094986466e-02
-4.866294316454942981e-02,-3.685744588361086760e-02
-4.867155225556277220e-02,-3.673492018116156915e-02
-4.868011390978758957e-02,-3.661266094562814349e-02
-4.868862841783591633e-02,-3.649066671793083777e-02
-4.869709606789971584e-02,-3.636893604784666861e-02
-4.870551714580476782e-02,-3.624746749390835715e-02
-4.871389193499808812e-02,-3.612625962334873458e-02
-4.872222071659175480e-02,-3.600531101201844691e-02
-4.873050376938047740e-02,-3.588462024432390735e-02
-4.873874136986328792e-02,-3.576418591315518730e-02
-4.874693379225954193e-02,-3.564400661981359519e-02
-4.875508130854517425e-02,-3.552408097395034353e-02
-4.876318418846346814e-02,-3.540440759348847249e-02
-4.877124269953826696e-02,-3.528498510456477832e-02
-4.877925710711335239e-02,-3.516581214145850232e-02
-4.878722767436216579e-02,-3.504688734652721543e-02
-4.879515466230419096e-02,-3.492820937014116944e-02
-4.880303832983892698e-02,-3.480977687061929948e-02
-4.881087893375532505e-02,-3.469158851416628137e-02
-4.881867672874679043e-02,-3.457364297480184506e-02
-4.882643196744806957e-02,-3.445593893430624888e-02
-4.883414490044044043e-02,-3.433847508215748245e-02
-4.884181577626772741e-02,-3.422125011545722878e-02
-4.884944484147282079e-02,-3.410426273889483051e-02
-4.885703234059784322e-02,-3.398751166464817480e-02
-4.886457851620565340e-02,-3.387099561236960044e-02
-4.887208360893027792e-02,-3.375471330909383949e-02
-4.887954785742717329e-02,-3.363866348918611443e-02
-4.888697149845931678e-02,-3.352284489427823089e-02
-4.889435476687033905e-02,-3.340725627324399316e-02
-4.890169789567557629e-02,-3.329189638212021879e-02
-4.890900111584171178e-02,-3.317676398389031445e-02
-4.891626465674662333e-02,-3.306185784892419488e-02
-4.892348874575654094e-02,-3.294717675423983194e-02
-4.893067360846225372e-02,-3.283271948395988932e-02
-4.893781946865875809e-02,-3.271848482904595595e-02
-4.894492654835573553e-02,-3.260447158729706807e-02
-4.895199506779245036e-02,-3.249067856326931514e-02
-4.895902524545483331e-02,-3.237710456824396954e-02
-4.896601729809338388e-02,-3.226374842016783290e-02
-4.897297144073817221e-02,-3.215060894359508120e-02
-4.897988788671040622e-02,-3.203768496964488899e-02
-4.898676684764241562e-02,-3.192497533594387815e-02
-4.899360853349357670e-02,-3.181247888657513789e-02
-4.900041315255951324e-02,-3.170019447203129698e-02
-4.900718091149346145e-02,-3.158812094915890156e-02
-4.901391201531610231e-02,-3.147625718111139725e-02
-4.902060666743181944e-02,-3.136460203730246504e-02
-4.902726506964290992e-02,-3.125315439335363266e-02
-4.903388742216570340e-02,-3.114191313104594863e-02
-4.904047392364117852e-02,-3.103087713827444583e-02
-4.904702477115230330e-02,-3.092004530899710932e-02
-4.905354016023313196e-02,-3.080941654318854542e-02
-4.906002028488674893e-02,-3.069898974679848708e-02
-4.906646533759664863e-02,-3.058876383169899932e-02
-4.907287550934180675e-02,-3.047873771563974418e-02
-4.907925098961100213e-02,-3.036891032220549388e-02
-4.908559196640849970e-02,-3.025928058076587587e-02
-4.909189862627397899e-02,-3.014984742643352436e-02
-4.909817115429861850e-02,-3.004060980002289105e-02
-4.910440973412258381e-02,-2.993156664800119757e-02
-4.911061454796251946e-02,-2.982271692244318692e-02
-4.911678577662315082e-02,-2.971405958099905542e-02
-4.912292359949846365e-02,-2.960559358683772721e-02
-4.912902819459215309e-02,-2.949731790861073732e-02
-4.913509973853048135e-02,-2.938923152041295062e-02
-4.914113840657437227e-02,-2.928133340173322274e-02
-4.914714437261184093e-02,-2.917362253741884529e-02
-4.915311780922194257e-02,-2.906609791763161560e-02
-4.915905888760518233e-02,-2.895875853781797876e-02
-4.916496777773215338e-02,-2.885160339867013854e-02
-4.917084464798634341e-02,-2.874463150597275987e-02
-4.917668966589096996e-02,-2.863784187082084320e-02
-4.918250299733614023e-02,-2.853123350935432914e-02
-4.918828480708283685e-02,-2.842480544276130422e-02
-4.919403525857744125e-02,-2.831855669730126007e-02
-4.919975451402051891e-02,-2.821248630422038689e-02
-4.920544273436738836e-02,-2.810659329973100307e-02
-4.921110007934782066e-02,-2.800087672496694158e-02
-4.921672670744842853e-02,-2.789533562595175598e-02
-4.922232277595677691e-02,-2.778996905355343369e-02
-4.922788844095674771e-02,-2.768477606344817502e-02
-4.923342385732923376e-02,-2.757975571608925827e-02
-4.923892917877378123e-02,-2.747490707667497173e-02
-4.924440455781679132e-02,-2.737022921510219933e-02
-4.924985014581909765e-02,-2.726572120593457119e-02
-4.925526609298946923e-02,-2.716138212836843868e-02
-4.926065254838851715e-02,-2.705721106619668123e-02
-4.926600965994223924e-02,-2.695320710777654449e-02
-4.927133757444791123e-02,-2.684936934599242708e-02
-4.927663643758774248e-02,-2.674569687821285249e-02
-4.928190639393760508e-02,-2.664218880628299244e-02
-4.928714758696783188e-02,-2.653884423646034676e-02
-4.929236015906498375e-02,-2.643566227939779176e-02
-4.929754425153011488e-02,-2.633264205011127609e-02
-4.930270000459539143e-02,-2.622978266793904445e-02
-4.930782755742812995e-02,-2.612708325651534949e-02
-4.931292704813882571e-02,-2.602454294373220470e-02
-4.931799861378870220e-02,-2.592216086171742623e-02
-4.932304239041036820e-02,-2.581993614679238200e-02
-4.932805851300215566e-02,-2.571786793944475999e-02
-4.933304711553797989e-02,-2.561595538429711424e-02
-4.933800833098004462e-02,-2.551419763007730518e-02
-4.934294229128510095e-02,-2.541259382958035648e-02
-4.934784912741353030e-02,-2.531114313965173584e-02
-4.935272896934086301e-02,-2.520984472114047234e-02
-4.935758194605141536e-02,-2.510869773888711048e-02
-4.936240818556234672e-02,-2.500770136167895785e-02
-4.936720781493135479e-02,-2.490685476222205194e-02
-4.937198096024088961e-02,-2.480615711712210944e-02
-4.937672774666913150e-02,-2.470560760686497589e-02
-4.938144829834864580e-02,-2.460520541566759908e-02
-4.938614273858582537e-02,-2.450494973175065122e-02
-4.939081118971722778e-02,-2.440483974694423325e-02
-4.939545377314975144e-02,-2.430487465688890153e-02
-4.940007060938602507e-02,-2.420505366094303709e-02
-4.940466181802156964e-02,-2.410537596215202305e-02
-4.940922751774771277e-02,-2.400584076723532440e-02
-4.941376782636704157e-02,-2.390644728654731793e-02
-4.941828286079696930e-02,-2.380719473405310330e-02
-4.942277273707562646e-02,-2.370808232730493501e-02
-4.942723757036915355e-02,-2.360910928740989415e-02
-4.943167747497608649e-02,-2.351027483900529000e-02
-4.943609256433816740e-02,-2.341157821023665681e-02
-4.944048295104389729e-02,-2.331301863272713590e-02
-4.944484874683916648e-02,-2.321459534155251303e-02
-4.944919006262914196e-02,-2.311630757521361199e-02
-4.945350700848594183e-02,-2.301815457561463829e-02
-4.945779969365467904e-02,-2.292013558803329687e-02
-4.946206822656253055e-02,-2.282224986109990597e-02
-4.946631271482009040e-02,-2.272449664677105019e-02
-4.947053326523263156e-02,-2.262687520030528046e-02
-4.947472998380399167e-02,-2.252938478023266619e-02
-4.947890297574000090e-02,-2.243202464833839865e-02
-4.948305234545800207e-02,-2.233479406963493827e-02
-4.948717819659235323e-02,-2.223769231233507782e-02
-4.949128063199853544e-02,-2.214071864783847751e-02
-4.949535975376345709e-02,-2.204387235069591236e-02
-4.949941566320466974e-02,-2.194715269858792117e-02
-4.950344846087440659e-02,-2.185055897231412761e-02
-4.950745824658166205e-02,-2.175409045574161135e-02
-4.951144511937329018e-02,-2.165774643582315737e-02
-4.951540917756097615e-02,-2.156152620252728760e-02
-4.951935051871739907e-02,-2.146542904885993461e-02
-4.952326923968165123e-02,-2.136945427081442944e-02
-4.952716543655286824e-02,-2.127360116734454756e-02
-4.953103920473838490e-02,-2.117786904037472634e-02
-4.953489063889349869e-02,-2.108225719475410875e-02
-4.953871983296864734e-02,-2.098676493821112141e-02
-4.954252688025004292e-02,-2.089139158140267474e-02
-4.954631187328329550e-02,-2.079613643783134735e-02
-4.955007490380575197e-02,-2.070099882375695324e-02
-4.955381606317919851e-02,-2.060597805841187305e-02
-4.955753544176572795e-02,-2.051107346373045454e-02
-4.956123312937283504e-02,-2.041628436447506106e-02
-4.956490921512017589e-02,-2.032161008809625288e-02
-4.956856378746385405e-02,-2.022704996483833118e-02
-4.957219693417581896e-02,-2.013260332764516686e-02
-4.957580874236874879e-02,-2.003826951215210983e-02
-4.957939929851039318e-02,-1.994404785667552513e-02
-4.958296868840231242e-02,-1.984993770218482917e-02
-4.958651699720587752e-02,-1.975593839228177023e-02
-4.959004430943417946e-02,-1.966204927319013807e-02
-4.959355070895980766e-02,-1.956826969372424396e-02
-4.959703627902427997e-02,-1.947459900527470297e-02
-4.960050110224023534e-02,-1.938103656179439999e-02
-4.960394526058629905e-02,-1.928758171976749022e-02
-4.960736883542426340e-02,-1.919423383819520573e-02
-4.961077190750039223e-02,-1.910099227858677584e-02
-4.961415455694550419e-02,-1.900785640492250184e-02
-4.961751686327720012e-02,-1.891482558365281327e-02
-4.962085890541792499e-02,-1.882189918366449291e-02
-4.962418076168272768e-02,-1.872907657627369618e-02
-4.962748250979067549e-02,-1.863635713519865011e-02
-4.963076422687006523e-02,-1.854374023654759354e-02
-4.963402598945860361e-02,-1.845122525879948697e-02
-4.963726787351208786e-02,-1.835881158278462530e-02
-4.964048995440464157e-02,-1.826649859166547263e-02
-4.964369230693151808e-02,-1.817428567092257627e-02
-4.964687500531961978e-02,-1.808217220833460356e-02
-4.965003812322137111e-02,-1.799015759396124098e-02
-4.965318173373021310e-02,-1.789824122012554850e-02
-4.965630590937353261e-02,-1.780642248139791342e-02
-4.965941072212513852e-02,-1.771470077457392919e-02
-4.966249624339851704e-02,-1.762307549866694301e-02
-4.966556254406280513e-02,-1.753154605487954390e-02
-4.966860969443714913e-02,-1.744011184659529506e-02
-4.967163776429783795e-02,-1.734877227936606342e-02
-4.967464682288680322e-02,-1.725752676087412285e-02
-4.967763693890245996e-02,-1.716637470093953718e-02
-4.968060818053784966e-02,-1.707531551150327440e-02
-4.968356061530677242e-02,-1.698434860656460738e-02
-4.968649431050949777e-02,-1.689347340226605293e-02
-4.968940933264752446e-02,-1.680268931673783994e-02
-4.969230574778644299e-02,-1.671199577022533175e-02
-4.969518362149940444e-02,-1.662139218495925844e-02
-4.969804301882156661e-02,-1.653087798520384150e-02
-4.970088400428978453e-02,-1.644045259722812236e-02
-4.970370664194107002e-02,-1.635011544927151422e-02
-4.970651099529305172e-02,-1.625986597155207325e-02
-4.970929712737547773e-02,-1.616970359623995726e-02
-4.971206510071644880e-02,-1.607962775743994668e-02
-4.971481497735635163e-02,-1.598963789118041864e-02
-4.971754681883994165e-02,-1.589973343540082920e-02
-4.972026068622895784e-02,-1.580991382992863112e-02
-4.972295664009681454e-02,-1.572017851647135311e-02
-4.972563474053885019e-02,-1.563052693860157022e-02
-4.972829504716823334e-02,-1.554095854173021679e-02
-4.973093761912953520e-02,-1.545147277311612576e-02
-4.973356251508316561e-02,-1.536206908182672151e-02
-4.973616979323092907e-02,-1.527274691873907637e-02
-4.973875951131373485e-02,-1.518350573651278124e-02
-4.974133172658082302e-02,-1.509434498959415227e-02
-4.974388649585454597e-02,-1.500526413417821794e-02
-4.974642387547390660e-02,-1.491626262821618178e-02
-4.974894392133265980e-02,-1.482733993139160635e-02
-4.975144668887006988e-02,-1.473849550510260634e-02
-4.975393223307704449e-02,-1.464972881245823338e-02
-4.975640060849620405e-02,-1.456103931825609640e-02
-4.975885186921726738e-02,-1.447242648896737878e-02
-4.976128606889836103e-02,-1.438388979273281555e-02
-4.976370326075364725e-02,-1.429542869934838888e-02
-4.976610349755778567e-02,-1.420704268023052427e-02
-4.976848683165604331e-02,-1.411873120843542412e-02
-4.977085331495391396e-02,-1.403049375862716087e-02
-4.977320299893379929e-02,-1.394232980705704082e-02
-4.977553593465448151e-02,-1.385423883155886653e-02
-4.977785217273164586e-02,-1.376622031156765451e-02
-4.978015176336609421e-02,-1.367827372802904798e-02
-4.978243475638002152e-02,-1.359039856347297494e-02
-4.978470120113794722e-02,-1.350259430191852981e-02
-4.978695114649477754e-02,-1.341486042896844304e-02
-4.978918464107058572e-02,-1.332719643168353563e-02
-4.979140173300949240e-02,-1.323960179859449797e-02
-4.979360247000123169e-02,-1.315207601977350788e-02
-4.979578689937628339e-02,-1.306461858672976206e-02
-4.979795506802284222e-02,-1.297722899243470944e-02
-4.980010702245775411e-02,-1.288990673129102038e-02
-4.980224280879091275e-02,-1.280265129914315118e-02
-4.980436247272697348e-02,-1.271546219325409358e-02
-4.980646605958262418e-02,-1.262833891229221683e-02
-4.980855361427987543e-02,-1.254128095631827644e-02
-4.981062518134789924e-02,-1.245428782677629985e-02
-4.981268080492719241e-02,-1.236735902647981972e-02
-4.981472052877226886e-02,-1.228049405960156618e-02
-4.981674439625111139e-02,-1.219369243166149204e-02
-4.981875245034893956e-02,-1.210695364950997374e-02
-4.982074473366982642e-02,-1.202027722132576609e-02
-4.982272128844200676e-02,-1.193366265659493060e-02
-4.982468215651143784e-02,-1.184710946610343686e-02
-4.982662737935410202e-02,-1.176061716192300724e-02
-4.982855699806676419e-02,-1.167418525740447806e-02
-4.983047105337843480e-02,-1.158781326716228945e-02
-4.983236958564736530e-02,-1.150150070706307433e-02
-4.983425263486319229e-02,-1.141524709421911678e-02
-4.983612024065189883e-02,-1.132905194696956844e-02
-4.983797244227586992e-02,-1.124291478487380105e-02
-4.983980927863264354e-02,-1.115683512870059568e-02
-4.984163078826064214e-02,-1.107081250041209129e-02
-4.984343700933827059e-02,-1.098484642316072644e-02
-4.984522797968932856e-02,-1.089893642127087031e-02
-4.984700373677963814e-02,-1.081308202023034161e-02
-4.984876431772116562e-02,-1.072728274668443248e-02
-4.985050975927803052e-02,-1.064153812841401106e-02
-4.985224009785885202e-02,-1.055584769433741237e-02
-4.985395536953125817e-02,-1.047021097448639845e-02
-4.985565561000152024e-02,-1.038462750000691479e-02
-4.985734085464604143e-02,-1.029909680314293821e-02
-4.985901113849203203e-02,-1.021361841722815376e-02
-4.986066649621651026e-02,-1.012819187666717108e-02
-4.986230696215452479e-02,-1.004281671694853481e-02
-4.986393257030553167e-02,-9.957492474625498705e-03
-4.986554335441562014e-02,-9.872218687231067505e-03
-4.986713934771691559e-02,-9.786994893388169248e-03
-4.986872058323773421e-02,-9.701820632774072611e-03
-4.987028709365352169e-02,-9.616695446020498070e-03
-4.987183891128053881e-02,-9.531618874791593712e-03
-4.987337606812178303e-02,-9.446590461748689133e-03
-4.987489859585215318e-02,-9.361609750538577371e-03
-4.987640652581202400e-02,-9.276676285762598673e-03
-4.987789988901537158e-02,-9.191789613013798266e-03
-4.987937871616939661e-02,-9.106949278818731591e-03
-4.988084303763270361e-02,-9.022154830659620192e-03
-4.988229288346165274e-02,-8.937405816944788556e-03
-4.988372828337966913e-02,-8.852701787017381099e-03
-4.988514926679104428e-02,-8.768042291127587512e-03
-4.988655586279085868e-02,-8.683426880425986621e-03
-4.988794810015156206e-02,-8.598855106972419504e-03
-4.988932600733185507e-02,-8.514326523700821436e-03
-4.989068961247285217e-02,-8.429840684420771002e-03
-4.989203894340891315e-02,-8.345397143808740148e-03
-4.989337402765478546e-02,-8.260995457405740164e-03
-4.989469489242341627e-02,-8.176635181581338313e-03
-4.989600156461151959e-02,-8.092315873560945033e-03
-4.989729407080735479e-02,-8.008037091382385134e-03
-4.989857243729767244e-02,-7.923798393913251970e-03
-4.989983669005735450e-02,-7.839599340817337073e-03
-4.990108685476375705e-02,-7.755439492574488398e-03
-4.990232295678325575e-02,-7.671318410434278465e-03
-4.990354502118728164e-02,-7.587235656437306755e-03
-4.990475307273508493e-02,-7.503190793392043763e-03
-4.990594713589490555e-02,-7.419183384870042287e-03
-4.990712723482675778e-02,-7.335212995200924950e-03
-4.990829339340522447e-02,-7.251279189446438803e-03
-4.990944563520208904e-02,-7.167381533407624940e-03
-4.991058398349097758e-02,-7.083519593607264832e-03
-4.991170846124159954e-02,-6.999692937283473124e-03
-4.991281909114110571e-02,-6.915901132387672345e-03
-4.991391589558822478e-02,-6.832143747570547723e-03
-4.991499889667622841e-02,-6.748420352148004966e-03
-4.991606811621217277e-02,-6.664730516152191954e-03
-4.991712357571032738e-02,-6.581073810242843956e-03
-4.991816529642554429e-02,-6.497449805765671826e-03
-4.991919329926938070e-02,-6.413858074741636203e-03
-4.992020760489466330e-02,-6.330298189787898766e-03
-4.992120823367186128e-02,-6.246769724181229846e-03
-4.992219520568258462e-02,-6.163272251821775259e-03
-4.992316854071721099e-02,-6.079805347225519796e-03
-4.992412825828886069e-02,-5.996368585518172326e-03
-4.992507437762447320e-02,-5.912961542420152629e-03
-4.992600691766560517e-02,-5.829583794248934144e-03
-4.992692589707692363e-02,-5.746234917899654959e-03
-4.992783133423973896e-02,-5.662914490840019466e-03
-4.992872324725414201e-02,-5.579622091106078638e-03
-4.992960165394415978e-02,-5.496357297285853379e-03
-4.993046657185296056e-02,-5.413119688515712416e-03
-4.993131801824673976e-02,-5.329908844472533956e-03
-4.993215601011382482e-02,-5.246724345360106317e-03
-4.993298056416801967e-02,-5.163565771903980139e-03
-4.993379169684331736e-02,-5.080432705346909529e-03
-4.993458942430284431e-02,-4.997324727430718996e-03
-4.993537376243474546e-02,-4.914241420394594752e-03
-4.993614472685281580e-02,-4.831182366970214470e-03
-4.993690233289674318e-02,-4.748147150358796899e-03
-4.993764659563635494e-02,-4.665135354238515199e-03
-4.993837752986685780e-02,-4.582146562753150985e-03
-4.993909515011778211e-02,-4.499180360490311406e-03
-4.993979947064278169e-02,-4.416236332492153201e-03
-4.994049050542750945e-02,-4.333314064232664763e-03
-4.994116826819022803e-02,-4.250413141610961433e-03
-4.994183277237691787e-02,-4.167533150955965784e-03
-4.994248403116927776e-02,-4.084673679005970844e-03
-4.994312205747726552e-02,-4.001834312898743494e-03
-4.994374686395029739e-02,-3.919014640165207480e-03
-4.994435846296681192e-02,-3.836214248738709868e-03
-4.994495686663753820e-02,-3.753432726912757974e-03
-4.994554208680682811e-02,-3.670669663361164278e-03
-4.994611413506073322e-02,-3.587924647117862915e-03
-4.994667302273341630e-02,-3.505197267585713396e-03
-4.994721876084608214e-02,-3.422487114474240515e-03
-4.994775136026619738e-02,-3.339793777853566036e-03
-4.994827083133745321e-02,-3.257116848228768478e-03
-4.994877718454774490e-02,-3.174455916189529697e-03
-4.994927042979654952e-02,-3.091810572825329662e-03
-4.994975057682615044e-02,-3.009180409502196230e-03
-4.995021763512512425e-02,-2.926565017839217846e-03
-4.995067161390712857e-02,-2.843963989776605861e-03
-4.995111252214304298e-02,-2.761376917525816890e-03
-4.995154036852652440e-02,-2.678803393577818340e-03
-4.995195516149166653e-02,-2.596243010678644849e-03
-4.995235690922327637e-02,-2.513695361840632796e-03
-4.995274561963940901e-02,-2.431160040321973109e-03
-4.995312130040385074e-02,-2.348636639624192887e-03
-4.995348395891823640e-02,-2.266124753471510447e-03
-4.995383360233150022e-02,-2.183623975831753498e-03
-4.995417023752514452e-02,-2.101133900871500048e-03
-4.995449387113167633e-02,-2.018654122977953710e-03
-4.995480450952986817e-02,-1.936184236737131716e-03
-4.995510215882759120e-02,-1.853723836926528777e-03
-4.995538682488526866e-02,-1.771272518511641126e-03
-4.995565851330544677e-02,-1.688829876631730729e-03
-4.995591722943244772e-02,-1.606395506596187571e-03
-4.995616297836284053e-02,-1.523969003883729294e-03
-4.995639576492667128e-02,-1.441549964115636587e-03
-4.995661559370240257e-02,-1.359137983060738561e-03
-4.995682246901289592e-02,-1.276732656631824041e-03
-4.995701639492907548e-02,-1.194333580868566684e-03
-4.995719737525870091e-02,-1.111940351931317485e-03
-4.995736541356521343e-02,-1.029552566096691209e-03
-4.995752051315142939e-02,-9.471698197430712587e-04
-4.995766267706480690e-02,-8.647917093513913817e-04
-4.995779190809559317e-02,-7.824178314938979185e-04
-4.995790820878921734e-02,-7.000477828202214883e-04
-4.995801158142789550e-02,-6.176811600609196208e-04
-4.995810202804398803e-02,-5.353175600082829078e-04
-4.995817955041789715e-02,-4.529565795150004045e-04
-4.995824415006980962e-02,-3.705978154877070008e-04
-4.995829582826678134e-02,-2.882408648687800456e-04
-4.995833458602792765e-02,-2.058853246441584507e-04
-4.995836042410932432e-02,-1.235307918275941122e-04
-4.995837334302456051e-02,-4.117686343653983647e-05
-4.995837334301680283e-02,4.117686342854892087e-05
-4.995836042411007372e-02,1.235307918252985580e-04
-4.995833458602582516e-02,2.058853246476038555e-04
-4.995829582826522008e-02,2.882408648675357610e-04
-4.995824415007087127e-02,3.705978154875168859e-04
-4.995817955041902125e-02,4.529565795156385659e-04
-4.995810202804652767e-02,5.353175600069261372e-04
-4.995801158142876980e-02,6.176811600607301023e-04
-4.995790820878797528e-02,7.000477828199043592e-04
-4.995779190809587766e-02,7.824178314926500018e-04
-4.995766267706441138e-02,8.647917093506497874e-04
-4.995752051315018039e-02,9.471698197430314685e-04
-4.995736541356773919e-02,1.029552566096259697e-03
-4.995719737525982501e-02,1.111940351931516328e-03
-4.995701639492871465e-02,1.194333580868964153e-03
-4.995682246901501922e-02,1.276732656632910412e-03
-4.995661559370261073e-02,1.359137983060972098e-03
-4.995639576492689332e-02,1.441549964115399580e-03
-4.995616297836359687e-02,1.523969003884689897e-03
-4.995591722943421714e-02,1.606395506597445679e-03
-4.995565851330539819e-02,1.688829876630198751e-03
-4.995538682488624010e-02,1.771272518512271264e-03
-4.995510215882800059e-02,1.853723836926522489e-03
-4.995480450953011797e-02,1.936184236738725710e-03
-4.995449387113599926e-02,2.018654122981160780e-03
-4.995417023752513758e-02,2.101133900872885225e-03
-4.995383360232814873e-02,2.183623975830762537e-03
-4.995348395891940213e-02,2.266124753472788505e-03
-4.995312130040382298e-02,2.348636639624180743e-03
-4.995274561964108129e-02,2.431160040323761175e-03
-4.995235690922437272e-02,2.513695361843958261e-03
-4.995195516149138898e-02,2.596243010681345813e-03
-4.995154036852465784e-02,2.678803393579653244e-03
-4.995111252214450709e-02,2.761376917527382045e-03
-4.995067161390712857e-02,2.843963989776605861e-03
-4.995021763512130786e-02,2.926565017836798774e-03
-4.994975057682788516e-02,3.009180409493550368e-03
-4.994927042979420417e-02,3.091810572818833557e-03
-4.994877718454739102e-02,3.174455916175892602e-03
-4.994827083136859497e-02,3.257116848203926805e-03
-4.994775136024137696e-02,3.339793777891836637e-03
-4.994721876084830953e-02,3.422487114487022825e-03
-4.994667302272894072e-02,3.505197267588177137e-03
-4.994611413506204467e-02,3.587924647121984185e-03
-4.994554208680931223e-02,3.670669663364030909e-03
-4.994495686663733003e-02,3.753432726915243399e-03
-4.994435846296800541e-02,3.836214248737211500e-03
-4.994374686395165047e-02,3.919014640168429729e-03
-4.994312205747650224e-02,4.001834312895780586e-03
-4.994248403117138024e-02,4.084673679008243331e-03
-4.994183277238027630e-02,4.167533150957498413e-03
-4.994116826819102600e-02,4.250413141611214703e-03
-4.994049050542835599e-02,4.333314064231741890e-03
-4.993979947064196984e-02,4.416236332491672682e-03
-4.993909515011748373e-02,4.499180360490185639e-03
-4.993837752986678147e-02,4.582146562753005269e-03
-4.993764659563662556e-02,4.665135354239114546e-03
-4.993690233289746483e-02,4.748147150357882700e-03
-4.993614472685269090e-02,4.831182366969380068e-03
-4.993537376243516873e-02,4.914241420395833344e-03
-4.993458942430270553e-02,4.997324727429934901e-03
-4.993379169684275531e-02,5.080432705347034429e-03
-4.993298056416706904e-02,5.163565771905233477e-03
-4.993215601011322807e-02,5.246724345359894681e-03
-4.993131801824678140e-02,5.329908844472847941e-03
-4.993046657185253034e-02,5.413119688516503450e-03
-4.992960165394358385e-02,5.496357297285776183e-03
-4.992872324725433630e-02,5.579622091106182721e-03
-4.992783133423927405e-02,5.662914490840826112e-03
-4.992692589707677098e-02,5.746234917899532661e-03
-4.992600691766502924e-02,5.829583794249311446e-03
-4.992507437762400829e-02,5.912961542420953204e-03
-4.992412825828913825e-02,5.996368585517148839e-03
-4.992316854071668364e-02,6.079805347225440866e-03
-4.992219520568179358e-02,6.163272251822219348e-03
-4.992120823367158372e-02,6.246769724180431874e-03
-4.992020760489290776e-02,6.330298189789868545e-03
-4.991919329926694515e-02,6.413858074745727549e-03
-4.991816529642918027e-02,6.497449805775082701e-03
-4.991712357571963243e-02,6.581073810247834756e-03
-4.991606811623073431e-02,6.664730516142101935e-03
-4.991499889667812273e-02,6.748420352149470808e-03
